# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SEGMENTS	COGID	ALIGNMENT
1595	Tsum	MUD	sa	Mud:Mid-Fall	s a	3 7	AX	SA	7	7.S.C 7.A.V	2.0 1.5	1	s a	348	s a - -
1859	Yolmo	MUD	sasa	Mud:	s a s a	3 7 3 7	AXBZ	SASA	8	8.S.C 8.A.V 8.S.C 8.A.V	2.0 1.5 1.75 0.8	0	s a s a	348	s a s a
#
112	Gyalsumdo	NAME	miŋ	Name:Low-Rise	m i ŋ	4 7 4	AXN	MIN	1	1.M.C 1.I.V 1.N.c	2.0 1.5 0.8	0	m i ŋ	352	m i ŋ
374	Jirel	NAME	min̪	Name:Low-Rise	m i n̪	4 7 4	AXN	MIN	2	2.M.C 2.I.V 2.N.c	2.0 1.5 0.8	0	m i n̪	352	m i n̪
631	Kagate	NAME	min	Name:Low-Rise	m i n	4 7 4	AXN	MIN	3	3.M.C 3.I.V 3.N.c	2.0 1.5 0.8	0	m i n	352	m i n
888	Lowa	NAME	miŋ	Name:(Low-)Rise	m i ŋ	4 7 4	AXN	MIN	4	4.M.C 4.I.V 4.N.c	2.0 1.5 0.8	0	m i ŋ	352	m i ŋ
1141	Nubri	NAME	min̪	Name:Mid	m i n̪	4 7 4	AXN	MIN	5	5.M.C 5.I.V 5.N.c	2.0 1.5 0.8	0	m i n̪	352	m i n̪
1395	Sherpa	NAME	min	Name:Mid-Low	m i n	4 7 4	AXN	MIN	6	6.M.C 6.I.V 6.N.c	2.0 1.5 0.8	0	m i n	352	m i n
1638	Tsum	NAME	min	Name:Low-Rise	m i n	4 7 4	AXN	MIN	7	7.M.C 7.I.V 7.N.c	2.0 1.5 0.8	0	m i n	352	m i n
1902	Yolmo	NAME	min	Name:Mid-Rise	m i n	4 7 4	AXN	MIN	8	8.M.C 8.I.V 8.N.c	2.0 1.5 0.8	0	m i n	352	m i n
#
154	Gyalsumdo	NEAR	ɲemu	Near:Low-Rise	ɲ e m u	4 7 4 7	AXBZ	NEMY	1	1.N.C 1.E.V 1.M.C 1.Y.V	2.0 1.5 1.75 0.8	0	ɲ e m u	353	- - - ɲ e m u
413	Jirel	NEAR	ɲibid̪u	Near:	ɲ i b i d̪ u	4 7 1 7 1 7	AXBYBZ	NIPITY	2	2.N.C 2.I.V 2.P.C 2.I.V 2.T.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	ɲ i b i d̪ u	358	ɲ i b i d̪ u
673	Kagate	NEAR	t̪ʰama	Near:High	t̪ʰ a m a	1 7 4 7	AXBZ	TAMA	3	3.T.C 3.A.V 3.M.C 3.A.V	2.0 1.5 1.75 0.8	0	t̪ʰ a m a	357	t̪ʰ a m a
929	Lowa	NEAR	ŋe	Near:(Low-)Rise	ŋ e	4 7	AX	NE	4	4.N.C 4.E.V	2.0 1.5	0	ŋ e	353	- - - ŋ e - -
1180	Nubri	NEAR	t̪ʰaɲiw	Near:	t̪ʰ a ɲ i w	1 7 4 7 6	AXBYN	TANIW	5	5.T.C 5.A.V 5.N.C 5.I.V 5.W.c	2.0 1.5 1.75 1.3 0.8	0	t̪ʰ a ɲ i w	356	t̪ʰ a ɲ i w
1434	Sherpa	NEAR	t̪ʰakŋemo	Near:	t̪ʰ a k ŋ e m o	1 7 1 4 7 4 7	AXBCYBZ	TAKNEMU	6	6.T.C 6.A.V 6.K.C 6.N.C 6.E.V 6.M.C 6.U.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	t̪ʰ a k ŋ e m o	353	t̪ʰ a k ŋ e m o
1677	Tsum	NEAR	tɹala	Near:	t ɹ a l a	1 5 7 5 7	ACXBZ	TRALA	7	7.T.C 7.R.C 7.A.V 7.L.C 7.A.V	2.0 1.5 1.5 1.75 0.8	0	t ɹ a l a	355	t ɹ a l a
1941	Yolmo	NEAR	poɰla	Near:High	p o ɰ l a	1 7 6 5 7	AXMBZ	PUJLA	8	8.P.C 8.U.V 8.J.c 8.L.C 8.A.V	2.0 1.5 1.1 1.75 0.8	0	p o ɰ l a	354	p o ɰ l a
#
44	Gyalsumdo	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	1	1.K.C 1.A.V 1.P.c	2.0 1.5 0.8	0	kʰ a p	359	kʰ a p
307	Jirel	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	2	2.K.C 2.A.V 2.P.c	2.0 1.5 0.8	0	kʰ a p	359	kʰ a p
567	Kagate	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	3	3.K.C 3.A.V 3.P.c	2.0 1.5 0.8	0	kʰ a p	359	kʰ a p
821	Lowa	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	4	4.K.C 4.A.V 4.P.c	2.0 1.5 0.8	0	kʰ a p	359	kʰ a p
1078	Nubri	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	5	5.K.C 5.A.V 5.P.c	2.0 1.5 0.8	0	kʰ a p	359	kʰ a p
1330	Sherpa	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	6	6.K.C 6.A.V 6.P.c	2.0 1.5 0.8	0	kʰ a p	359	kʰ a p
1575	Tsum	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	7	7.K.C 7.A.V 7.P.c	2.0 1.5 0.8	0	kʰ a p	359	kʰ a p
1838	Yolmo	NEEDLE (FOR SEWING)	kʰap	Needle:High	kʰ a p	1 7 1	AXN	KAP	8	8.K.C 8.A.V 8.P.c	2.0 1.5 0.8	0	kʰ a p	359	kʰ a p
#
143	Gyalsumdo	NEW	sampa	New:Mid-High	s a m p a	3 7 4 1 7	AXMBZ	SAMPA	1	1.S.C 1.A.V 1.M.c 1.P.C 1.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m p a	360	s a m p a
402	Jirel	NEW	samba	New:High	s a m b a	3 7 4 1 7	AXMBZ	SAMPA	2	2.S.C 2.A.V 2.M.c 2.P.C 2.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m b a	360	s a m b a
660	Kagate	NEW	samba	New:High	s a m b a	3 7 4 1 7	AXMBZ	SAMPA	3	3.S.C 3.A.V 3.M.c 3.P.C 3.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m b a	360	s a m b a
916	Lowa	NEW	sawa	New:Mid	s a w a	3 7 6 7	AXBZ	SAWA	4	4.S.C 4.A.V 4.W.C 4.A.V	2.0 1.5 1.75 0.8	0	s a w a	360	s a - w a
1169	Nubri	NEW	sampa	New:Mid	s a m p a	3 7 4 1 7	AXMBZ	SAMPA	5	5.S.C 5.A.V 5.M.c 5.P.C 5.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m p a	360	s a m p a
1423	Sherpa	NEW	samba	New:Mid-Low	s a m b a	3 7 4 1 7	AXMBZ	SAMPA	6	6.S.C 6.A.V 6.M.c 6.P.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m b a	360	s a m b a
1666	Tsum	NEW	samba	New:High	s a m b a	3 7 4 1 7	AXMBZ	SAMPA	7	7.S.C 7.A.V 7.M.c 7.P.C 7.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m b a	360	s a m b a
1930	Yolmo	NEW	samba	New:High	s a m b a	3 7 4 1 7	AXMBZ	SAMPA	8	8.S.C 8.A.V 8.M.c 8.P.C 8.A.V	2.0 1.5 1.1 1.75 0.8	0	s a m b a	360	s a m b a
#
131	Gyalsumdo	NIGHT	tsʰemu	Night:Mid-High	t sʰ e m u	1 3 7 4 7	ACXBZ	TSEMY	1	1.T.C 1.S.C 1.E.V 1.M.C 1.Y.V	2.0 1.5 1.5 1.75 0.8	0	t sʰ e m u	361	t sʰ e m u
391	Jirel	NIGHT	ŋɡwase	Night:	ŋ ɡ w a s e	4 1 6 7 3 7	ACCYBZ	NKWASE	2	2.N.C 2.K.C 2.W.C 2.A.V 2.S.C 2.E.V	2.0 1.5 1.5 1.3 1.75 0.8	0	ŋ ɡ w a s e	364	ŋ ɡ w a s e
649	Kagate	NIGHT	komu	Night:Low-Rise	k o m u	1 7 4 7	AXBZ	KUMY	3	3.K.C 3.U.V 3.M.C 3.Y.V	2.0 1.5 1.75 0.8	0	k o m u	362	k o - m u
905	Lowa	NIGHT	tsʰemo	Night:Mid	t sʰ e m o	1 3 7 4 7	ACXBZ	TSEMU	4	4.T.C 4.S.C 4.E.V 4.M.C 4.U.V	2.0 1.5 1.5 1.75 0.8	0	t sʰ e m o	361	t sʰ e m o
1158	Nubri	NIGHT	tsʰen̪	Night:Mid	t sʰ e n̪	1 3 7 4	ACXN	TSEN	5	5.T.C 5.S.C 5.E.V 5.N.c	2.0 1.5 1.5 0.8	0	t sʰ e n̪	361	t sʰ e n̪ -
1412	Sherpa	NIGHT	tsʰemu	Night:Mid	t sʰ e m u	1 3 7 4 7	ACXBZ	TSEMY	6	6.T.C 6.S.C 6.E.V 6.M.C 6.Y.V	2.0 1.5 1.5 1.75 0.8	0	t sʰ e m u	361	t sʰ e m u
1655	Tsum	NIGHT	n̪umu	Night:Low-Rise	n̪ u m u	4 7 4 7	AXBZ	NYMY	7	7.N.C 7.Y.V 7.M.C 7.Y.V	2.0 1.5 1.75 0.8	0	n̪ u m u	363	n̪ u m u
1919	Yolmo	NIGHT	kuŋmu	Night:Low-Rise	k u ŋ m u	1 7 4 4 7	AXMBZ	KYNMY	8	8.K.C 8.Y.V 8.N.c 8.M.C 8.Y.V	2.0 1.5 1.1 1.75 0.8	0	k u ŋ m u	362	k u ŋ m u
#
174	Gyalsumdo	NINE	ku	Nine:Mid	k u	1 7	AX	KY	1	1.K.C 1.Y.V	2.0 1.5	0	k u	365	- k u
434	Jirel	NINE	ŋɡu	Nine:Low-Rise	ŋ ɡ u	4 1 7	ACZ	NKY	2	2.N.C 2.K.C 2.Y.V	2.0 1.5 0.8	0	ŋ ɡ u	365	ŋ ɡ u
692	Kagate	NINE	ku	Nine:Low-Rise	k u	1 7	AX	KY	3	3.K.C 3.Y.V	2.0 1.5	0	k u	365	- k u
949	Lowa	NINE	ku	Nine:(Low-)Rise	k u	1 7	AX	KY	4	4.K.C 4.Y.V	2.0 1.5	0	k u	365	- k u
1200	Nubri	NINE	ku	Nine:(Mid-)Low	k u	1 7	AX	KY	5	5.K.C 5.Y.V	2.0 1.5	0	k u	365	- k u
1453	Sherpa	NINE	ɡu	Nine:Mid-Low	ɡ u	1 7	AX	KY	6	6.K.C 6.Y.V	2.0 1.5	0	ɡ u	365	- ɡ u
1696	Tsum	NINE	ku	Nine:Low-Rise	k u	1 7	AX	KY	7	7.K.C 7.Y.V	2.0 1.5	0	k u	365	- k u
1960	Yolmo	NINE	ku	Nine:Mid-High	k u	1 7	AX	KY	8	8.K.C 8.Y.V	2.0 1.5	0	k u	365	- k u
#
133	Gyalsumdo	NOON	ɲimaɡuŋ	Noon:	ɲ i m a ɡ u ŋ	4 7 4 7 1 7 4	AXBYBYN	NIMAKYN	1	1.N.C 1.I.V 1.M.C 1.A.V 1.K.C 1.Y.V 1.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	ɲ i m a ɡ u ŋ	366	ɲ i m a ɡ - - - u ŋ
393	Jirel	NOON	ɲimmu	Noon:	ɲ i mm u	4 7 4 7	AXBZ	NIMY	2	2.N.C 2.I.V 2.M.C 2.Y.V	2.0 1.5 1.75 0.8	0	ɲ i mm u	366	ɲ i mm - - - - - u -
651	Kagate	NOON	tsʰəkəl	Noon:High	t sʰ ə k ə l	1 3 7 1 7 5	ACXBYN	TSEKEL	3	3.T.C 3.S.C 3.E.V 3.K.C 3.E.V 3.L.c	2.0 1.5 1.5 1.75 1.3 0.8	0	t sʰ ə k ə l	367	t sʰ ə k ə l
652	Kagate	NOON	ɲimakarpo	Noon:High	ɲ i m a k a r p o	4 7 4 7 1 7 5 1 7	AXBYBYMBZ	NIMAKARPU	3	3.N.C 3.I.V 3.M.C 3.A.V 3.K.C 3.A.V 3.R.c 3.P.C 3.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	0	ɲ i m a k a r p o	366	ɲ i m a k a r p o -
907	Lowa	NOON	ɲiŋɡuŋ	Noon:Mid	ɲ i ŋ ɡ u ŋ	4 7 4 1 7 4	AXMBYN	NINKYN	4	4.N.C 4.I.V 4.N.c 4.K.C 4.Y.V 4.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	ɲ i ŋ ɡ u ŋ	366	ɲ i ŋ - ɡ - - - u ŋ
1160	Nubri	NOON	n̪iŋkũ	Noon:(Low-)Rise	n̪ i ŋ k ũ	4 7 4 1 7	AXMBZ	NINKY	5	5.N.C 5.I.V 5.N.c 5.K.C 5.Y.V	2.0 1.5 1.1 1.75 0.8	0	n̪ i ŋ k ũ	366	n̪ i ŋ - k - - - ũ -
1414	Sherpa	NOON	ɲimkʰuŋ	Noon:	ɲ i m kʰ u ŋ	4 7 4 1 7 4	AXMBYN	NIMKYN	6	6.N.C 6.I.V 6.M.c 6.K.C 6.Y.V 6.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	ɲ i m kʰ u ŋ	366	ɲ i m - kʰ - - - u ŋ
1657	Tsum	NOON	ɲiŋɡuŋ	Noon:Low-Rise	ɲ i ŋ ɡ u ŋ	4 7 4 1 7 4	AXMBYN	NINKYN	7	7.N.C 7.I.V 7.N.c 7.K.C 7.Y.V 7.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	ɲ i ŋ ɡ u ŋ	366	ɲ i ŋ - ɡ - - - u ŋ
1921	Yolmo	NOON	ɲimapʰe	Noon:	ɲ i m a pʰ e	4 7 4 7 1 7	AXBYBZ	NIMAPE	8	8.N.C 8.I.V 8.M.C 8.A.V 8.P.C 8.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	ɲ i m a pʰ e	366	ɲ i m - - a - pʰ e -
#
8	Gyalsumdo	NOSE	naɾki	Nose:Mid	n a ɾ k i	4 7 5 1 7	AXMBZ	NARKI	1	1.N.C 1.A.V 1.R.c 1.K.C 1.I.V	2.0 1.5 1.1 1.75 0.8	0	n a ɾ k i	368	n a ɾ k i -
275	Jirel	NOSE	n̪əu	Nose:Mid-High	n̪ əu	4 7	AX	NE	2	2.N.C 2.E.V	2.0 1.5	0	n̪ əu	368	n̪ əu - - - -
535	Kagate	NOSE	nasum	Nose:Mid-High	n a s u m	4 7 3 7 4	AXBYN	NASYM	3	3.N.C 3.A.V 3.S.C 3.Y.V 3.M.c	2.0 1.5 1.75 1.3 0.8	0	n a s u m	368	n a - s u m
788	Lowa	NOSE	na	Nose:High	n a	4 7	AX	NA	4	4.N.C 4.A.V	2.0 1.5	0	n a	368	n a - - - -
1047	Nubri	NOSE	nat̪u	Nose:Mid	n a t̪ u	4 7 1 7	AXBZ	NATY	5	5.N.C 5.A.V 5.T.C 5.Y.V	2.0 1.5 1.75 0.8	0	n a t̪ u	368	n a - t̪ u -
1298	Sherpa	NOSE	nəu	Nose:Mid	n əu	4 7	AX	NE	6	6.N.C 6.E.V	2.0 1.5	0	n əu	368	n əu - - - -
1543	Tsum	NOSE	na	Nose:High	n a	4 7	AX	NA	7	7.N.C 7.A.V	2.0 1.5	0	n a	368	n a - - - -
1806	Yolmo	NOSE	n̪aɾko	Nose:Mid-High	n̪ a ɾ k o	4 7 5 1 7	AXMBZ	NARKU	8	8.N.C 8.A.V 8.R.c 8.K.C 8.U.V	2.0 1.5 1.1 1.75 0.8	0	n̪ a ɾ k o	368	n̪ a ɾ k o -
#
84	Gyalsumdo	NUT	maɾtsʰa	Chilli:Mid	m a ɾ t sʰ a	4 7 5 1 3 7	AXMBCZ	MARTSA	1	1.M.C 1.A.V 1.R.c 1.T.C 1.S.C 1.A.V	2.0 1.5 1.1 1.75 1.5 0.8	0	m a ɾ t sʰ a	369	m a ɾ t sʰ a -
345	Jirel	NUT	kʰuɹɕani	Chilli:	kʰ u ɹ ɕ a n i	1 7 5 3 7 4 7	AXMBYBZ	KYRSANI	2	2.K.C 2.Y.V 2.R.c 2.S.C 2.A.V 2.N.C 2.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	kʰ u ɹ ɕ a n i	370	kʰ u ɹ ɕ a n i
604	Kagate	NUT	martsi	Chilli:High	m a r t s i	4 7 5 1 3 7	AXMBCZ	MARTSI	3	3.M.C 3.A.V 3.R.c 3.T.C 3.S.C 3.I.V	2.0 1.5 1.1 1.75 1.5 0.8	0	m a r t s i	369	m a r t s i -
860	Lowa	NUT	maɾtsa	Chilli:Mid	m a ɾ t s a	4 7 5 1 3 7	AXMBCZ	MARTSA	4	4.M.C 4.A.V 4.R.c 4.T.C 4.S.C 4.A.V	2.0 1.5 1.1 1.75 1.5 0.8	0	m a ɾ t s a	369	m a ɾ t s a -
1115	Nubri	NUT	kʰoɹtsʰen	Chilli:Mid	kʰ o ɹ t sʰ e n	1 7 5 1 3 7 4	AXMBCYN	KURTSEN	5	5.K.C 5.U.V 5.R.c 5.T.C 5.S.C 5.E.V 5.N.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	0	kʰ o ɹ t sʰ e n	369	kʰ o ɹ t sʰ e n
1368	Sherpa	NUT	mərtsi	Chilli:Mid-Low	m ə r t s i	4 7 5 1 3 7	AXMBCZ	MERTSI	6	6.M.C 6.E.V 6.R.c 6.T.C 6.S.C 6.I.V	2.0 1.5 1.1 1.75 1.5 0.8	0	m ə r t s i	369	m ə r t s i -
1612	Tsum	NUT	kʰulzan	Chilli:	kʰ u l z a n	1 7 5 3 7 4	AXMBYN	KYLSAN	7	7.K.C 7.Y.V 7.L.c 7.S.C 7.A.V 7.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	kʰ u l z a n	370	kʰ u l z a n -
1876	Yolmo	NUT	mətsa	Chilli:High	m ə t s a	4 7 1 3 7	AXBCZ	METSA	8	8.M.C 8.E.V 8.T.C 8.S.C 8.A.V	2.0 1.5 1.75 1.5 0.8	0	m ə t s a	369	m ə - t s a -
#
91	Gyalsumdo	OIL (ORGANIC SUBSTANCE)	maɹku	Oil:Low-Rise	m a ɹ k u	4 7 5 1 7	AXMBZ	MARKY	1	1.M.C 1.A.V 1.R.c 1.K.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	0	m a ɹ k u	372	m a ɹ k u
352	Jirel	OIL (ORGANIC SUBSTANCE)	məɹɡu	Oil:Mid-High	m ə ɹ ɡ u	4 7 5 1 7	AXMBZ	MERKY	2	2.M.C 2.E.V 2.R.c 2.K.C 2.Y.V	2.0 1.5 1.1 1.75 0.8	0	m ə ɹ ɡ u	372	m ə ɹ ɡ u
611	Kagate	OIL (ORGANIC SUBSTANCE)	marku	Oil:Low-Rise	m a r k u	4 7 5 1 7	AXMBZ	MARKY	3	3.M.C 3.A.V 3.R.c 3.K.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	0	m a r k u	372	m a r k u
867	Lowa	OIL (ORGANIC SUBSTANCE)	muku	Oil:(Low-)Rise	m u k u	4 7 1 7	AXBZ	MYKY	4	4.M.C 4.Y.V 4.K.C 4.Y.V	2.0 1.5 1.75 0.8	0	m u k u	372	m u - k u
868	Lowa	OIL (ORGANIC SUBSTANCE)	num	Oil:High	n u m	4 7 4	AXN	NYM	4	4.N.C 4.Y.V 4.M.c	2.0 1.5 0.8	0	n u m	371	n u m
1122	Nubri	OIL (ORGANIC SUBSTANCE)	n̪um	Oil:High	n̪ u m	4 7 4	AXN	NYM	5	5.N.C 5.Y.V 5.M.c	2.0 1.5 0.8	0	n̪ u m	371	n̪ u m
1375	Sherpa	OIL (ORGANIC SUBSTANCE)	n̪um	Oil:High	n̪ u m	4 7 4	AXN	NYM	6	6.N.C 6.Y.V 6.M.c	2.0 1.5 0.8	1	n̪ u m	371	n̪ u m
1619	Tsum	OIL (ORGANIC SUBSTANCE)	n̪um	Oil:High	n̪ u m	4 7 4	AXN	NYM	7	7.N.C 7.Y.V 7.M.c	2.0 1.5 0.8	0	n̪ u m	371	n̪ u m
1883	Yolmo	OIL (ORGANIC SUBSTANCE)	n̪um	Oil:High	n̪ u m	4 7 4	AXN	NYM	8	8.N.C 8.Y.V 8.M.c	2.0 1.5 0.8	0	n̪ u m	371	n̪ u m
#
142	Gyalsumdo	OLD	ɲiŋpa	Old:High	ɲ i ŋ p a	4 7 4 1 7	AXMBZ	NINPA	1	1.N.C 1.I.V 1.N.c 1.P.C 1.A.V	2.0 1.5 1.1 1.75 0.8	0	ɲ i ŋ p a	373	ɲ i ŋ p a
401	Jirel	OLD	ɲiŋba	Old:High	ɲ i ŋ b a	4 7 4 1 7	AXMBZ	NINPA	2	2.N.C 2.I.V 2.N.c 2.P.C 2.A.V	2.0 1.5 1.1 1.75 0.8	0	ɲ i ŋ b a	373	ɲ i ŋ b a
659	Kagate	OLD	niŋba	Old:High	n i ŋ b a	4 7 4 1 7	AXMBZ	NINPA	3	3.N.C 3.I.V 3.N.c 3.P.C 3.A.V	2.0 1.5 1.1 1.75 0.8	0	n i ŋ b a	373	n i ŋ b a
915	Lowa	OLD	ɲiŋpa	Old:(Mid-)High	ɲ i ŋ p a	4 7 4 1 7	AXMBZ	NINPA	4	4.N.C 4.I.V 4.N.c 4.P.C 4.A.V	2.0 1.5 1.1 1.75 0.8	0	ɲ i ŋ p a	373	ɲ i ŋ p a
1168	Nubri	OLD	ɲiŋpa	Old:(High-)Mid	ɲ i ŋ p a	4 7 4 1 7	AXMBZ	NINPA	5	5.N.C 5.I.V 5.N.c 5.P.C 5.A.V	2.0 1.5 1.1 1.75 0.8	0	ɲ i ŋ p a	373	ɲ i ŋ p a
1422	Sherpa	OLD	ɲiŋba	Old:Mid	ɲ i ŋ b a	4 7 4 1 7	AXMBZ	NINPA	6	6.N.C 6.I.V 6.N.c 6.P.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	ɲ i ŋ b a	373	ɲ i ŋ b a
1665	Tsum	OLD	ɲiŋba	Old:High	ɲ i ŋ b a	4 7 4 1 7	AXMBZ	NINPA	7	7.N.C 7.I.V 7.N.c 7.P.C 7.A.V	2.0 1.5 1.1 1.75 0.8	0	ɲ i ŋ b a	373	ɲ i ŋ b a
1929	Yolmo	OLD	ɲiŋba	Old:High	ɲ i ŋ b a	4 7 4 1 7	AXMBZ	NINPA	8	8.N.C 8.I.V 8.N.c 8.P.C 8.A.V	2.0 1.5 1.1 1.75 0.8	0	ɲ i ŋ b a	373	ɲ i ŋ b a
#
118	Gyalsumdo	OLDER BROTHER	atɕjo	Older brother:Mid	a t ɕ j o	7 1 3 6 7	XBCCZ	ATSJU	1	1.A.V 1.T.C 1.S.C 1.J.C 1.U.V	1.5 1.75 1.5 1.5 0.8	0	a t ɕ j o	374	a t ɕ j - - - o
380	Jirel	OLDER BROTHER	adʑjo	Older brother:Mid-High	a d ʑ j o	7 1 3 6 7	XBCCZ	ATSJU	2	2.A.V 2.T.C 2.S.C 2.J.C 2.U.V	1.5 1.75 1.5 1.5 0.8	0	a d ʑ j o	374	a d ʑ j - - - o
637	Kagate	OLDER BROTHER	at̪a	Older brother:….Rise	a t̪ a	7 1 7	XBZ	ATA	3	3.A.V 3.T.C 3.A.V	1.5 1.75 0.8	0	a t̪ a	375	a t̪ a
894	Lowa	OLDER BROTHER	adʑo	Older brother:(Mid-)Rise	a d ʑ o	7 1 3 7	XBCZ	ATSU	4	4.A.V 4.T.C 4.S.C 4.U.V	1.5 1.75 1.5 0.8	0	a d ʑ o	374	a d ʑ - - - - o
1147	Nubri	OLDER BROTHER	tɕi	Older brother:(Low-)Rise	t ɕ i	1 3 7	ACX	TSI	5	5.T.C 5.S.C 5.I.V	2.0 1.5 1.5	1	t ɕ i	374	- t ɕ - - - - i
1401	Sherpa	OLDER BROTHER	atɕjo	Older brother:Mid	a t ɕ j o	7 1 3 6 7	XBCCZ	ATSJU	6	6.A.V 6.T.C 6.S.C 6.J.C 6.U.V	1.5 1.75 1.5 1.5 0.8	0	a t ɕ j o	374	a t ɕ j - - - o
1644	Tsum	OLDER BROTHER	tɕjoʑjo	Older brother:Low-Rise	t ɕ j o ʑ j o	1 3 6 7 3 6 7	ACCXBCZ	TSJUSJU	7	7.T.C 7.S.C 7.J.C 7.U.V 7.S.C 7.J.C 7.U.V	2.0 1.5 1.5 1.5 1.75 1.5 0.8	0	t ɕ j o ʑ j o	374	- t ɕ j o ʑ j o
1908	Yolmo	OLDER BROTHER	ad̪a	Older brother:High	a d̪ a	7 1 7	XBZ	ATA	8	8.A.V 8.T.C 8.A.V	1.5 1.75 0.8	0	a d̪ a	375	a d̪ a
#
120	Gyalsumdo	OLDER SISTER	atɕi	Older sister:Mid	a t ɕ i	7 1 3 7	XBCZ	ATSI	1	1.A.V 1.T.C 1.S.C 1.I.V	1.5 1.75 1.5 0.8	0	a t ɕ i	376	a t ɕ i
382	Jirel	OLDER SISTER	adzi	Older sister:Mid-High	a d z i	7 1 3 7	XBCZ	ATSI	2	2.A.V 2.T.C 2.S.C 2.I.V	1.5 1.75 1.5 0.8	0	a d z i	376	a d z i
639	Kagate	OLDER SISTER	adzi	Older sister:…Rise	a d z i	7 1 3 7	XBCZ	ATSI	3	3.A.V 3.T.C 3.S.C 3.I.V	1.5 1.75 1.5 0.8	0	a d z i	376	a d z i
896	Lowa	OLDER SISTER	idʑi	Older sister:Mid	i d ʑ i	7 1 3 7	XBCZ	ITSI	4	4.I.V 4.T.C 4.S.C 4.I.V	1.5 1.75 1.5 0.8	0	i d ʑ i	376	i d ʑ i
1149	Nubri	OLDER SISTER	jei	Older sister:Mid	j ei	6 7	AX	JE	5	5.J.C 5.E.V	2.0 1.5	0	j ei	377	j ei
1403	Sherpa	OLDER SISTER	adzi	Older sister:Mid-Low	a d z i	7 1 3 7	XBCZ	ATSI	6	6.A.V 6.T.C 6.S.C 6.I.V	1.5 1.75 1.5 0.8	0	a d z i	376	a d z i
1646	Tsum	OLDER SISTER	aʑe	Older sister:Mid-Rise	a ʑ e	7 3 7	XBZ	ASE	7	7.A.V 7.S.C 7.E.V	1.5 1.75 0.8	0	a ʑ e	376	a - ʑ e
1910	Yolmo	OLDER SISTER	adʑi	Older sister:High	a d ʑ i	7 1 3 7	XBCZ	ATSI	8	8.A.V 8.T.C 8.S.C 8.I.V	1.5 1.75 1.5 0.8	0	a d ʑ i	376	a d ʑ i
#
165	Gyalsumdo	ONE	tɕiɡ	One:High	t ɕ i ɡ	1 3 7 1	ACXN	TSIK	1	1.T.C 1.S.C 1.I.V 1.K.c	2.0 1.5 1.5 0.8	0	t ɕ i ɡ	378	t ɕ i ɡ
425	Jirel	ONE	nd̪okpəi	One:	n d̪ o k p əi	4 1 7 1 1 7	ACYMBZ	NTUKPE	2	2.N.C 2.T.C 2.U.V 2.K.c 2.P.C 2.E.V	2.0 1.5 1.3 1.1 1.75 0.8	0	n d̪ o k p əi	379	n d̪ o k p əi
426	Jirel	ONE	tɕik	One:	t ɕ i k	1 3 7 1	ACXN	TSIK	2	2.T.C 2.S.C 2.I.V 2.K.c	2.0 1.5 1.5 0.8	0	t ɕ i k	378	t ɕ i k
684	Kagate	ONE	tɕi	One:High	t ɕ i	1 3 7	ACX	TSI	3	3.T.C 3.S.C 3.I.V	2.0 1.5 1.5	0	t ɕ i	378	t ɕ i -
